doc_id,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100
1,-0.485942858361008,-0.0537567641372768,0.155275404360743,0.321142671653679,-0.473171713984612,-0.00636185896900957,-0.163071176716398,-0.393714747508446,-0.346638362476264,0.04128957954189,0.0910178324571017,-0.783846396373555,-0.147120488428251,0.901525100254302,-0.202421280628878,-0.19652774523421,-0.342747341641812,0.691613073638127,-0.78829662857808,-1.48842118236097,-1.40281067995159,-1.2094957237794,-0.920796185851051,-0.604403497915755,-0.919609672777648,-0.922642000075047,-1.55357405230346,-1.25724819859863,-0.651502637201062,-1.65775676392695,-1.33022133973735,-1.94356756919368,-0.92227006443836,-1.82497223455378,-1.30043936727702,-1.28075264336577,-0.960605763854471,-0.354890826907244,-0.504082440185559,0.226503626151674,0.194899325535,-0.362767382841576,-0.121875254757841,-0.915952558541314,-0.331155542910096,-1.23714440683495,-0.784787156920866,-1.12811364596523,-0.57516913589942,-0.620518443733947,0.0723812388905318,-0.631339158249744,1.74735366621237,0.102195205612821,-0.203665685973158,0.0576074990908562,-1.23965996150647,-0.192307745519793,-0.7490791022287,-0.667759755044193,-0.5169073991567,-0.218403603362652,-0.398980876671808,-0.0488133090217774,-0.56754553561929,-0.746415315896332,-0.749998876455401,-0.0751091953166644,-0.472546614332504,-0.4211659575876,0.155861971121389,-0.716718272464101,-0.554539929733937,-0.515339717717148,0.325363580562325,-0.400738306600327,-0.279327196174979,-0.482538032956345,-0.636508143994444,-0.742810501511593,-0.668803911005286,-1.25081304845269,-0.409947059386122,-0.690251186826019,-0.517709420444511,-0.502497910088315,-1.07003529668387,-0.385885413681366,-0.463574391817746,-0.823819156869229,-1.31405119916216,-0.471330942621985,0.0184424532391089,-0.591122474962689,-0.182497163720227,-1.20004123263883,-1.05116477894781,-1.68932385928949,-0.0158366755733874,-0.679655196118633
2,-1.05006221414718,0.150127236604948,-0.676849846025992,-0.550683708738553,0.956838253946723,-0.128497464631575,-0.00574139458487158,-0.714819997923423,-0.964300848909138,-0.270174693778504,-0.966656435642376,-0.759969850119955,-0.996328962137397,-0.421825404360359,-1.1735009789898,-1.55941196631185,-0.784926367808792,-1.14680427954439,-0.713800901538508,-1.53656119724299,0.468307162358353,0.360215727807527,1.31435085827223,0.208364522464781,1.46937658395093,0.492206426516001,0.97810133149812,0.698758991970345,0.769253397860597,0.269688436571119,0.464231553688403,0.857702020781347,1.02298802984164,0.287509016489666,1.16849957784466,0.668154512846136,2.03257178833354,1.85829673158334,0.994412121657319,0.973120025850314,1.0650858320522,1.80092826466807,1.75615733921576,0.773802411769377,0.806247120859973,1.31883508567367,1.40045003821499,1.32140646689178,0.892575453071931,0.761923600909963,1.34292562580961,0.863422069451995,0.657334626690611,0.206199278281788,1.0605165123535,1.13300264144087,1.66866199493373,1.41851890679121,0.909635743293391,1.71074133354914,0.936262657890477,0.995636520262733,0.920163373008487,-0.244589359736379,0.516172413351931,0.276328364213019,0.2581998235096,1.19343755941199,1.33158754037923,1.67239290532505,1.33936659525484,1.18758564145013,1.03462317040987,1.00532833235147,0.745487630409457,1.02008643663452,0.856646299795529,0.93123552765171,0.721776978143538,1.0875223926572,0.500276407264721,1.00565958836655,0.973364337064979,0.521073237731778,0.0276364732857047,0.0708156849120113,0.519571302654108,-0.242498472512921,-0.255452678633378,1.90766115331756,0.616068807932031,0.201564567153281,1.36520793877589,0.988721161465397,0.867291411533656,1.42235311550136,0.813655071519164,1.47317418946683,0.771805938446909,0.75107642772613
3,0.953811057090977,1.33477627848972,1.08097293106175,1.09422192954958,0.980210347207011,1.10530595803407,1.82833091342808,0.664940063020929,1.32744238629774,0.625544433251982,0.309762665094274,0.813877419038959,1.12739365335265,1.41318904973305,1.14938290283765,0.772965113186172,0.929229844163233,0.353944866634161,0.774395309073412,0.377862485992893,0.334700587297138,1.00607723462547,0.608191508704655,0.568918819149423,0.956978178494761,0.375914828709389,0.170708921985419,1.17676255405257,0.488147157919725,0.608024465691787,0.95951669399021,1.12374787384221,0.755420559474597,0.445817597617786,0.988493925270871,1.67726954017552,0.925020249668366,0.998848754809371,0.759562918179729,0.869427080045209,-1.88124610628605,-2.17603890920202,-2.08209746843746,-2.68329212383886,-1.51541637124778,-1.07037532472792,-1.55514708841841,-0.74742155327627,-1.74597684052744,-1.81726059363211,-1.41817470977071,-1.76288793406019,-2.38581598900054,-2.34805136084976,-2.02091911322446,-1.59727517264608,-1.53189808180721,-1.33649281231338,-0.465290420496097,-0.233388009578406,-0.370184006964335,-0.458113322518978,-1.67995311681677,-1.56327726308482,-1.08925233232406,-0.823661589711016,-0.585130528653327,-0.338409613619692,-1.03575200449106,-0.0323824264402066,0.0399547611883496,-0.274208215543151,-1.18936156023122,-0.217641143086976,-0.294818278679197,-0.802611137543602,-0.194674057346592,-0.317846954466469,-0.353061938904049,-0.656070198570194,-0.85419534424586,-0.660366546302205,-0.84229756312837,-0.556882553835611,-0.273132886224453,-0.542718213033049,-1.12548151437394,-1.00057638136604,-0.283361157343639,-0.402067625863562,-0.46869094598752,-0.310577200165361,-2.80598439963822,-1.15639542341239,-0.166426386830233,-0.631629763812576,-0.708153412686659,-1.22094884790958,-0.5114976667096,-0.591326736356316
4,-0.100756723344,-0.759757772304509,-0.741939623495009,-1.8647321518851,-0.964335696013308,-1.49610056948669,-0.55788448014946,-0.845214181877059,-1.44057751816601,-0.632890973579525,-1.06371660642458,-0.680270842447499,-0.190130840949679,-0.256065010771401,-1.3850899104295,-0.307662426460761,-0.452959912199579,-1.09480181307452,-0.818717252804079,-0.739928024912761,-1.00571540682491,0.211587956497026,-0.685052624516074,-1.42965505121913,-1.26950838273807,-1.45046749694796,-0.688976392100675,-1.12782916720149,0.110224737215422,-0.0301862596867616,-0.807702022716454,-1.33455893040558,-2.3434628700901,-0.866863051378433,-1.92894031856733,-1.03845474787516,-0.352794473218547,-0.423337988709503,-1.83132491183481,-0.485387563260146,-0.762557213101552,-2.41674729988878,-0.621690334971316,-1.68038568608844,-1.97592924330993,-1.64494775130702,-1.98891673468019,-0.672980333167091,-0.465495138102518,-0.932869602259995,-1.60183058474338,-1.7343604452936,-0.270306124832055,-1.57160038230868,-1.72635597810325,-1.40423378907501,-1.55990543624454,-1.03324678234161,-1.43145005534432,-1.66942210733225,0.788528721645799,0.151290992618882,-1.20277532306035,-0.171214650025177,0.0175903651741634,-1.36059135337154,-1.56625098947636,-1.14127938215824,-0.649819963550807,-1.25904345875334,-1.46657666967426,-0.452345978828163,-0.816168480363397,-1.57226013336688,-1.04221715015914,-0.974778216354309,-0.84515302717379,-1.07931574031086,-0.647683321574499,-0.513704210901988,-0.359305368254788,-1.07364994187595,-0.712755312772992,-0.551693948014795,-1.03237385461836,-0.806516061157732,-0.639174460849666,-0.556516309255445,-1.30748218490619,-0.511825285740063,-0.885645115944894,-0.615357805294803,-0.698316979340377,-0.345216228807748,-1.28882620201472,-0.886647425052438,-1.35802670860261,-1.3706146535799,-1.20572424989342,-2.27088922932007
5,-1.73164278420747,-1.55260761793646,-0.903750792107544,-1.07556406632932,-1.05093406494156,-0.630946174688918,-0.698177807951327,-0.709974173198357,-1.24783883730364,-1.53417075635852,-1.40775713204426,-0.917292132551565,-1.9372412024607,-1.60055566651458,-1.25601731388237,-1.57462443462622,-0.859583372810258,-1.27987517759731,-1.34352890648725,-0.74754472183061,-0.93362982617296,-1.43669538807662,-1.27567627158327,-1.31447692387901,-1.09056560247508,0.154857749784629,-1.00840543347232,-0.782018004031404,-0.690217388452235,-1.28996155773864,-1.72299079211813,-0.582454236701228,-0.85779004719846,-1.17275944545232,-1.56490437983414,-0.533230556265338,-1.04920489182569,-0.175715193810394,-0.697041864354965,-0.583253211721231,-1.013534023368,-0.643033590579184,-1.35313161540443,-1.0309152142041,-1.01226026388971,-0.980965869861292,-1.03523228566202,-1.17154387898918,-0.286739382229062,-1.18773099714758,-0.855117032737899,-1.16232259188536,-0.848895360167871,-0.861689050566266,-0.805020239068586,-0.722704470006839,-1.25173233908905,-0.596576465964771,-0.849667059084511,-1.23438478821551,-0.70830157011408,-1.53088848467456,-1.34173625699724,-0.394317141555353,-1.14879699468877,-1.21636833744084,-0.990977267370184,-1.25795941344197,-0.879879462549297,-1.42671106139489,-1.06929429290656,-0.868318695109589,-0.813959683022909,-0.975330030179569,-0.838386321685891,-0.942626063038535,-0.891114478573083,-0.741314000092504,-0.836618833928161,-0.467779617336427,-0.744513607323141,-1.2659616188351,-0.339759167903448,-1.61991367944015,0.209800036517412,-1.77343109252314,-2.19768208526483,-1.68464735276317,-2.5089226606104,-2.126872863212,-1.72811363430548,-1.80418924505649,-1.27098096283359,-0.908794392607796,-1.58978698399878,-2.02063009350525,0.0412281374930825,0.147412001490689,-2.24947877811979,-2.64483710867014
6,-1.97807499168556,-1.58370474085434,-1.68679299139042,-2.41360253172099,-1.78529603683371,-1.90990780371757,-2.1648584080917,-2.09884794565929,-2.16265718480331,-1.80966136275278,-2.18407009355258,-2.58228960976781,-2.61271356058512,-2.45928444501847,-1.82166450438548,-2.36570726858003,-2.29601587163939,-1.08668651818783,-2.03289633264615,-0.794409690689619,-1.24278619031971,-2.07112980940385,-2.28137390689965,-2.56413473858482,-2.42401139068655,-2.83551961713521,-2.73140474887687,-2.64017571094737,-1.50416419623169,-1.521212656248,-1.85309380770383,-2.32949137689049,-0.00074860074620481,-1.84272352906963,-2.58178420973277,-2.26831876453535,-2.83449743992155,-2.66517217944846,-2.91065009703874,-2.98127263800639,-2.67192221568476,-1.88998795051112,-1.80841894824918,-2.38465168894366,-2.28978116522079,-2.3485460019179,-2.39103845374533,-2.73070464510636,-2.23281886945732,-1.24329256370631,-1.8984684714249,-2.74188831376414,-2.6825127583791,-2.74559838720321,-1.78945967223043,-1.69345452304936,-2.49577560563546,-1.5077741966236,-1.41667000023291,-2.67594779009071,-1.8554438215929,-1.84408762246441,-2.13523304831445,-2.38454203331939,-1.92645784167349,-2.43733103368242,-1.33948026191575,-1.99535811815835,-1.6282998337302,-2.35244287415028,-2.55217936207497,-2.33913143278637,-2.27501621463997,-2.40139796766972,-2.09370900917465,-2.25518498542164,-1.95184167269483,-1.6979412835873,-2.33078386820641,-2.70092961245114,-2.07079093603802,-1.65289045458204,-2.7024544870919,-2.65456962395948,-1.25132776045374,-1.82788112455973,-2.08989693536803,-1.73966797748315,-2.10720042638963,-1.83605922948559,-2.43543266498526,-2.46242257099498,-2.21516257966777,-1.91781165832935,-2.1488892431807,-1.76684436123651,-2.27786096673855,-2.34689125130522,-1.95122664487001,-1.92248963058261
7,-0.062519931216861,-0.230929565002967,-1.30340976422999,-1.11692012099746,-0.0519501843707674,-2.78850153020491,-2.77164469538949,-2.13709329748004,-2.37867772800873,-1.79003610954268,-2.32430825850454,-1.70453492302352,-2.19736747030528,-2.5804668222639,-2.5587963173211,-2.49643711853508,-0.839271610986918,-1.12434423239114,-2.37522182230393,-2.29119554338592,-2.27044444875086,-2.03898702807908,-2.49059410973314,-2.58013518190816,-2.35475982426442,-2.40322533231707,-2.49005448653979,-1.58783834835284,-2.41275537582444,-1.83258520265528,-2.28135889576498,-2.09543876956476,-2.42917159995124,-2.05465407366415,-2.06394446413189,-2.51372217431723,-2.31378922126678,-0.93707956199562,-2.37634992920765,-1.61380651841881,-1.96667872888844,-2.23571360228218,-2.81433291078066,-2.18006831448142,-2.45125976073237,-2.63648428792443,-2.30956128973302,-2.14674031639409,-2.23041684807574,-1.65791190056829,-2.59134314486114,-2.21415197223623,-1.90318210122849,-2.16826760103361,-3.05547287633108,-2.70680808953096,-2.22767762214158,-2.61405358863921,-3.13422800144742,-2.73148281702637,-2.7076738516182,-2.4515424125189,-2.36372796673919,-2.46697509946621,-2.4416247150982,-1.67720693368627,-2.29767722341421,-2.66286934330292,-2.49508838620284,-1.72338133315708,-2.79282286838283,-2.41775810767889,-2.83078678838089,-3.00887058204096,-2.03988200061431,-1.58872427715427,-2.75113621057828,-1.50565968205129,-1.43210619634285,-2.0964846407404,-2.28647872272802,-1.60187325699269,-2.49249067054173,-2.01055783052559,-2.4354213373784,-1.42633767475729,-1.59962822556389,-2.34341961834404,-1.55543705783046,-1.88477198801608,-1.74803936292412,-2.37431420800737,-2.52355598339849,-2.77414958981252,-2.46716051254662,-2.19815379306814,-1.93688882388887,-1.43991439263155,-2.20764472039685,-2.05866856463459
8,-2.0241854016816,-2.11140953274452,-2.21984829304461,-2.45124333687178,-2.27553609227447,-2.20749626472274,-2.44117312934828,-2.08245274441611,-2.01603729298754,-2.49833147605153,-2.88444261486365,-2.66383032877474,-2.36316951372036,-2.62862465557127,-1.91132394023666,-1.79403302737106,-2.39191341274169,-1.95857507086538,-2.61767045671148,-1.96174562765219,-0.645483796415632,-0.194612746890154,-0.392512680474483,0.226835432670114,-0.656575021779115,0.997498923534548,1.30228798831752,1.59822680419026,1.25305661159865,1.61493819137197,1.38366233067057,0.768364423376344,0.432631623094011,0.457843975566461,1.10240925170094,1.42608899663889,0.189432910794258,-0.415497520602852,1.98996603570601,1.5808920748165,1.665351965336,0.557931568465562,1.02781678723538,1.73395436473855,1.01207079001009,1.3479507815823,1.87294320286581,1.67968675787295,1.18110790850776,1.22928808729454,1.45570923541135,1.93195976940084,1.77387536356393,1.63935767754223,1.5892095408517,1.43864192688716,1.34948072612179,0.213756226968319,1.41555841821031,0.447516532879344,0.892349853960974,1.2765357506514,1.34466149239796,0.899493229842529,1.49821599946742,1.59839640089153,1.75028681163277,1.45615423953264,0.728227606727428,0.966869821119374,1.65655925784877,1.78812780628786,-0.448475223509103,0.827808573159836,1.44880606436376,0.93826754026005,1.52273373383025,1.1884091987185,1.86364552231071,1.57671162732362,1.65478073504114,1.31241792613873,1.06743062400973,0.663353308488903,1.04595204833824,1.18877217532855,1.47252116853176,1.41467675361025,0.721324373585428,0.380039047300325,0.657378167904536,1.56387179565983,1.20602075241994,1.4346183961942,0.544142884585644,0.794900565935038,1.31417065634181,0.681196324116744,0.6013338043168,1.30049601586983
9,1.37079325975334,1.28574047602182,0.938761031979854,1.01197610374487,1.02129522251202,1.87478199813159,1.06672233274498,1.5237590343238,1.28385197267252,1.22789708083157,1.03342102807252,1.60563206148762,1.59245700160938,1.54443868666404,1.1128944690656,1.19607416608576,0.545566837284811,0.0979711529548685,1.18172636841539,1.01584752888346,1.72242559266549,0.0977103954464139,1.58330124087524,1.53158545278111,0.107657084483315,0.516147888534686,0.464870033611272,0.893810677989596,1.27012977245447,0.924983192620948,0.992269395802005,1.31226927844019,1.45609975999976,1.65534585035151,1.01595069092602,1.1080889344013,1.62105104970677,1.32434827025731,0.998550405429606,0.58003297624751,0.074136037046563,-0.467346646651341,-0.292785267609016,-0.381136999331199,0.203240622784894,0.215058497951875,0.190831902855174,0.334711741776887,0.39753969785664,0.166468536757456,0.243651007937019,1.00581194800674,0.148378840431025,0.514599842860425,0.557803063154907,0.512900929406389,0.138933218644973,0.889752043079503,0.30939911409365,0.286922976899618,0.431686970435215,0.120270931858023,0.564384645542201,0.698396971559904,0.289652633365662,0.653357798610302,0.419274284358262,0.526272522134807,0.330811697531179,0.156922493509323,0.163567449374235,-0.0534841592396915,0.6854564884405,0.164182923850155,0.168301215017029,-0.136837136995353,-0.0271652217272799,0.29497223447886,0.441109772579667,0.236153001885081,0.201821456105973,0.104727091683173,0.369294702575758,0.681019696218475,0.188047289580687,0.376577332097535,0.393004711362979,-0.0256193686602541,-0.122869865946289,0.365427452984386,0.176929934950301,0.362148445001782,0.7967541564226,0.393004222924176,-0.0143938180570949,-0.122213975543304,0.152536882862957,-0.100148104330698,0.595047980969046,0.280745673159594
10,0.04915809596131,0.19900736426121,0.573420145738405,0.40174351096115,-0.0829295374431787,0.117348856774088,0.210418071226797,0.324339993713975,0.265302042597829,0.1317207425736,-0.0151258332981522,0.00394218392800686,-0.259121847860585,-0.383396118905068,0.00760648755041608,-0.0758543951360934,-0.0321496322179933,-0.359075783804928,-0.70007197793787,-0.152272264198704,0.12648586930917,0.312174843722849,0.360790001184085,0.206842966129881,0.745861795786712,0.35282916960272,0.109338023935039,0.774633962926652,0.397203178400771,-0.110242991023706,0.0741070258997835,0.3048659248134,0.505624584764153,0.501932948842124,0.623716437569802,0.173195602915212,0.365607172471153,-0.0251340045443241,-0.224590047093169,0.033096517536561,0.561240320456517,0.018207058909458,0.240056713998856,0.529931146105538,1.73265771256891,0.428887372732119,0.283967695119644,0.171619319635535,0.459644208347112,-0.0393097613445976,0.683192438201233,0.897916014650417,0.352866349180587,0.0609167716046063,0.228531213460857,0.178068021447244,0.473802579148409,0.658946015981586,0.555431170929339,-0.205898549300354,-0.346126527762057,-0.777382964923213,-0.642974502677868,0.039219299653653,-0.522925379931223,-0.882589828755851,-0.408718224687886,-1.08305589754726,-0.8444901813098,-0.484894044224606,-0.718562860931454,-0.347636235041935,-1.65077680840669,-0.670515135000171,-1.0744800052325,-1.33761535756561,-1.12906054607754,-1.11955405533683,-1.15783180782286,-0.994567469306166,-1.12550283574279,-2.14627588290257,-0.599867456917913,-0.304463411199828,-1.01980715379824,-0.672692966183899,-0.664284321458332,-1.27041009031316,-0.8581079964374,-0.674043182321737,-1.25427429588088,-0.772576100336417,0.0598458951741851,-0.579567737330594,-1.21356210126704,-0.961370664437892,-1.44034939624034,-2.21225432143997,-1.24321692890559,-1.74996603888251
