"feature","%IncMSE","IncNodePurity"
"dim537","1.30312183930189","0.0798611903192241"
"dim538","1.84944703213413","0.030330222549956"
"dim539","1.25560110087223","0.0421928870253388"
"dim540","0.130826250945911","0.122286541641035"
"dim544","1.6666263352706","0.0536948126651608"
"dim548","0.381024172527151","0.0748030209163948"
"dim549","0.664429557652346","0.046827231852523"
"dim551","1.52501519231949","0.10929615641622"
"dim552","0.092876490782829","0.0505022372326311"
"dim553","0.633119939899652","0.0558678630509671"
"dim557","0.713385061811381","0.0606732879483521"
"dim558","0.662253934284322","0.0646955159756573"
"dim559","1.39509944502584","0.182149917040692"
"dim561","0.14131576763073","0.0878659601128058"
"dim562","1.04710402260724","0.0213425361169639"
"dim565","0.876717098816386","0.0485910427245116"
"dim566","0.0910634373217182","0.0672551731114467"
"dim568","1.95919448565901","0.0927857637065888"
"dim571","1.30325761194809","0.0381234100665342"
"dim572","0.852123364433277","0.176124942776126"
"dim573","0.904126878241217","0.193032002069577"
"dim574","1.55496968429209","0.0420316118986413"
"dim575","1.19421506881889","0.0172601618712961"
"dim577","0.378131285253838","0.190260321031422"
"dim578","0.985892637237322","0.166087430433264"
"dim579","1.52362546478556","0.312288154169504"
"dim581","0.656741717158871","0.269695802333196"
"dim584","1.72652949877915","0.0169517203369544"
"dim585","0.184496226656015","0.0836125496273188"
"dim586","0.79655338325304","0.0620814114607813"
"dim587","0.883450806443856","0.13086038284021"
"dim589","0.352179890065358","0.212396756427612"
"dim590","0.00552788982750194","0.229603953639744"
"dim592","0.826247052690783","0.10001372569385"
"dim593","0.21087207627147","0.0229987597361815"
"dim596","1.63387024449106","0.0729276019425006"
"dim597","1.92906484302933","0.341916693804373"
"dim598","2.06732137155086","0.146039800057505"
"dim599","0.858756432706748","0.127327136938424"
"dim600","0.267967631889927","0.168505649895624"
"dim601","1.15567747199077","0.0497610335291424"
"dim602","1.40494500830562","0.0407652978384834"
"dim603","1.41759323847802","0.0875002260264657"
"dim605","1.02986515366199","0.0173002717430679"
"dim606","0.585839273651209","0.0295775703445677"
"dim608","0.0544218789050258","0.0355140062237035"
"dim610","0.0480341547968622","0.0872931833170313"
"dim616","1.11116594891977","0.0330817055953106"
"dim617","1.2530938663857","0.0786634460562805"
"dim623","0.925428314897415","0.160005658800702"
"dim625","1.29041908264892","0.0312386525649707"
"dim628","0.743965401758037","0.0505484180231907"
"dim629","1.16066409237392","0.0459682801340355"
"dim631","0.762063145294844","0.00726269286670725"
"dim633","0.0608482501605886","0.0254608140826076"
"dim634","1.65627052030194","0.0614330600457434"
"dim635","0.0809161322036963","0.0935644736232143"
"dim637","0.322180135058203","0.0660846213040808"
"dim638","0.971532162156569","0.0696133882050453"
"dim641","0.878019029958557","0.0342093170078266"
"dim645","0.323819045886369","0.00954537979323277"
"dim649","1.07894490410346","0.0208200390220884"
"dim651","0.838355980381667","0.0418948590556455"
"dim654","0.779742129441899","0.0473664515589865"
"dim656","0.639502499490259","0.062473483571675"
"dim658","1.45443530375976","0.0287009149938263"
"dim659","0.83380146690952","0.0317023934695122"
"dim661","2.08858085519467","0.0169313947193238"
"dim664","0.265420360329313","0.0725822968772823"
"dim667","0.4944115154885","0.0274748130811191"
"dim670","1.54955268125982","0.0359450218614049"
"dim672","1.24244956689749","0.0105503719626555"
"dim673","0.697523517189419","0.0534648942825181"
"dim677","0.833685428744646","0.0383131887904102"
"dim678","0.255523719345332","0.0440580255084208"
"dim679","1.28185680238715","0.070025021921577"
"dim681","1.20495684987231","0.0915385781161819"
"dim683","0.51540660693141","0.0595376496163838"
"dim689","0.756044865246695","0.0410030126472508"
"dim690","0.746833408849915","0.0212764294742062"
"dim691","1.75694413111839","0.0723107560667235"
"dim694","0.190730408186315","0.0338531232095344"
"dim695","0.729236791824178","0.0281840818373107"
"dim696","0.191572012514845","0.0369052523810372"
"dim699","1.60124875650432","0.0404418927489611"
"dim700","1.10927800695652","0.0227263631426488"
"dim701","0.790330326139484","0.0508343092620016"
"dim702","1.34615017467819","0.056430957122599"
"dim703","2.22907505955749","0.051753382998972"
"dim705","1.02076000370141","0.0175609385298295"
"dim706","1.41701763505993","0.0459890540887287"
"dim708","1.25374330357211","0.06890901268229"
"dim710","1.65176953543656","0.114265684019685"
"dim713","0.896452730445154","0.0127070888005703"
"dim714","1.23790786609081","0.0350943532593141"
"dim718","0.515564261721766","0.121682395012205"
"dim720","1.83000982728568","0.0360969597741569"
"dim721","0.899496515265561","0.053662289193448"
"dim722","1.81326853623599","0.0412622398535703"
"dim723","0.806362477330879","0.113020681282942"
"dim725","0.0786086853290516","0.0227589723020692"
"dim726","0.702832050269581","0.055940092955314"
"dim731","0.332405760312967","0.059492390984026"
"dim732","1.33508449430598","0.0594653063136193"
"dim733","0.928621807038458","0.0445649272880069"
"dim734","1.13309491384795","0.0345028235599611"
"dim736","0.839013162908914","0.0929344536407311"
"dim737","0.310548488833728","0.0434923134558062"
"dim745","0.609855584391483","0.0483308981617428"
"dim747","0.501742716713156","0.0330800717666314"
"dim749","0.973543629157387","0.0855263967964939"
"dim751","0.840362406143885","0.0920747502874198"
"dim756","0.608286611808144","0.0765232695381968"
"dim758","0.00214969708090478","0.0963159162063761"
"dim760","0.295352054204216","0.103962685577727"
"dim761","1.20787623442266","0.0571517694087143"
"dim762","1.14020501274037","0.0238796427512236"
"dim763","0.100649932434269","0.0911541384600946"
"dim765","0.77038116897043","0.058407536262398"
"dim766","0.00707091754706231","0.0370866548719465"
"dim767","1.11708253188879","0.0265677657151427"
